LAUS Code,State,County,County Name/State Abbr,Period,Labor,Employed,Unemployed,Rate
CN5307700000000,53.0,77.0,"Yakima County, WA",Mar-20,128874,120207,8667,6.7
CN5300100000000,53.0,1.0,"Adams County, WA",Apr-20,9438,8581,857,9.1
CN5300300000000,53.0,3.0,"Asotin County, WA",Apr-20,9667,8808,859,8.9
CN5300500000000,53.0,5.0,"Benton County, WA",Apr-20,105445,90994,14451,13.7
CN5300700000000,53.0,7.0,"Chelan County, WA",Apr-20,44043,36912,7131,16.2
CN5300900000000,53.0,9.0,"Clallam County, WA",Apr-20,31914,25920,5994,18.8
CN5301100000000,53.0,11.0,"Clark County, WA",Apr-20,244704,209486,35218,14.4
CN5301300000000,53.0,13.0,"Columbia County, WA",Apr-20,1727,1528,199,11.5
CN5301500000000,53.0,15.0,"Cowlitz County, WA",Apr-20,48630,40664,7966,16.4
CN5301700000000,53.0,17.0,"Douglas County, WA",Apr-20,21109,17920,3189,15.1
CN5301900000000,53.0,19.0,"Ferry County, WA",Apr-20,2434,2065,369,15.2
CN5302100000000,53.0,21.0,"Franklin County, WA",Apr-20,43714,38008,5706,13.1
CN5302300000000,53.0,23.0,"Garfield County, WA",Apr-20,817,701,116,14.2
CN5302500000000,53.0,25.0,"Grant County, WA",Apr-20,48429,42304,6125,12.6
CN5302700000000,53.0,27.0,"Grays Harbor County, WA",Apr-20,32277,26055,6222,19.3
CN5302900000000,53.0,29.0,"Island County, WA",Apr-20,37574,31651,5923,15.8
CN5303100000000,53.0,31.0,"Jefferson County, WA",Apr-20,14043,11596,2447,17.4
CN5303300000000,53.0,33.0,"King County, WA",Apr-20,1260378,1072148,188230,14.9
CN5303500000000,53.0,35.0,"Kitsap County, WA",Apr-20,132712,113416,19296,14.5
CN5303700000000,53.0,37.0,"Kittitas County, WA",Apr-20,24736,20812,3924,15.9
CN5303900000000,53.0,39.0,"Klickitat County, WA",Apr-20,10152,8939,1213,11.9
CN5304100000000,53.0,41.0,"Lewis County, WA",Apr-20,37671,31434,6237,16.6
CN5304300000000,53.0,43.0,"Lincoln County, WA",Apr-20,4648,4113,535,11.5
CN5304500000000,53.0,45.0,"Mason County, WA",Apr-20,27604,23093,4511,16.3
CN5304700000000,53.0,47.0,"Okanogan County, WA",Apr-20,19283,16432,2851,14.8
CN5304900000000,53.0,49.0,"Pacific County, WA",Apr-20,9412,7812,1600,17
CN5305100000000,53.0,51.0,"Pend Oreille County, WA",Apr-20,4824,4063,761,15.8
CN5305300000000,53.0,53.0,"Pierce County, WA",Apr-20,457362,371915,85447,18.7
CN5305500000000,53.0,55.0,"San Juan County, WA",Apr-20,8251,6786,1465,17.8
CN5305700000000,53.0,57.0,"Skagit County, WA",Apr-20,65334,52850,12484,19.1
CN5305900000000,53.0,59.0,"Skamania County, WA",Apr-20,5553,4737,816,14.7
CN5306100000000,53.0,61.0,"Snohomish County, WA",Apr-20,450382,363997,86385,19.2
CN5306300000000,53.0,63.0,"Spokane County, WA",Apr-20,257277,214347,42930,16.7
CN5306500000000,53.0,65.0,"Stevens County, WA",Apr-20,18436,15404,3032,16.4
CN5306700000000,53.0,67.0,"Thurston County, WA",Apr-20,150044,126145,23899,15.9
CN5306900000000,53.0,69.0,"Wahkiakum County, WA",Apr-20,1389,1197,192,13.8
CN5307100000000,53.0,71.0,"Walla Walla County, WA",Apr-20,30496,26767,3729,12.2
CN5307300000000,53.0,73.0,"Whatcom County, WA",Apr-20,119667,98460,21207,17.7
CN5307500000000,53.0,75.0,"Whitman County, WA",Apr-20,23593,21640,1953,8.3
CN5307700000000,53.0,77.0,"Yakima County, WA",Apr-20,133602,114525,19077,14.3
CN5300100000000,53.0,1.0,"Adams County, WA",May-20,9861,8668,1193,12.1
CN5300300000000,53.0,3.0,"Asotin County, WA",May-20,9624,8829,795,8.3
CN5300500000000,53.0,5.0,"Benton County, WA",May-20,105777,92831,12946,12.2
CN5300700000000,53.0,7.0,"Chelan County, WA",May-20,44084,37683,6401,14.5
CN5300900000000,53.0,9.0,"Clallam County, WA",May-20,30805,25710,5095,16.5
CN5301100000000,53.0,11.0,"Clark County, WA",May-20,244163,208602,35561,14.6
CN5301300000000,53.0,13.0,"Columbia County, WA",May-20,1719,1538,181,10.5
CN5301500000000,53.0,15.0,"Cowlitz County, WA",May-20,49775,42087,7688,15.4
CN5301700000000,53.0,17.0,"Douglas County, WA",May-20,21154,18320,2834,13.4
CN5301900000000,53.0,19.0,"Ferry County, WA",May-20,2398,2019,379,15.8
CN5302100000000,53.0,21.0,"Franklin County, WA",May-20,44811,39305,5506,12.3
CN5302300000000,53.0,23.0,"Garfield County, WA",May-20,796,696,100,12.6
CN5302500000000,53.0,25.0,"Grant County, WA",May-20,47208,41208,6000,12.7
CN5302700000000,53.0,27.0,"Grays Harbor County, WA",May-20,31758,25685,6073,19.1
CN5302900000000,53.0,29.0,"Island County, WA",May-20,36442,31454,4988,13.7
CN5303100000000,53.0,31.0,"Jefferson County, WA",May-20,13651,11480,2171,15.9
CN5303300000000,53.0,33.0,"King County, WA",May-20,1265138,1083445,181693,14.4
CN5303500000000,53.0,35.0,"Kitsap County, WA",May-20,133933,116266,17667,13.2
CN5303700000000,53.0,37.0,"Kittitas County, WA",May-20,23419,20091,3328,14.2
CN5303900000000,53.0,39.0,"Klickitat County, WA",May-20,10047,8861,1186,11.8
CN5304100000000,53.0,41.0,"Lewis County, WA",May-20,36440,30734,5706,15.7
CN5304300000000,53.0,43.0,"Lincoln County, WA",May-20,4464,4022,442,9.9
CN5304500000000,53.0,45.0,"Mason County, WA",May-20,26894,22932,3962,14.7
CN5304700000000,53.0,47.0,"Okanogan County, WA",May-20,18702,16143,2559,13.7
CN5304900000000,53.0,49.0,"Pacific County, WA",May-20,9139,7575,1564,17.1
CN5305100000000,53.0,51.0,"Pend Oreille County, WA",May-20,4855,4131,724,14.9
CN5305300000000,53.0,53.0,"Pierce County, WA",May-20,460479,382880,77599,16.9
CN5305500000000,53.0,55.0,"San Juan County, WA",May-20,8003,6711,1292,16.1
CN5305700000000,53.0,57.0,"Skagit County, WA",May-20,64393,53747,10646,16.5
CN5305900000000,53.0,59.0,"Skamania County, WA",May-20,5544,4714,830,15
CN5306100000000,53.0,61.0,"Snohomish County, WA",May-20,438703,367767,70936,16.2
CN5306300000000,53.0,63.0,"Spokane County, WA",May-20,256138,217564,38574,15.1
CN5306500000000,53.0,65.0,"Stevens County, WA",May-20,18104,15657,2447,13.5
CN5306700000000,53.0,67.0,"Thurston County, WA",May-20,148781,127594,21187,14.2
CN5306900000000,53.0,69.0,"Wahkiakum County, WA",May-20,1407,1214,193,13.7
CN5307100000000,53.0,71.0,"Walla Walla County, WA",May-20,30433,27179,3254,10.7
CN5307300000000,53.0,73.0,"Whatcom County, WA",May-20,119856,101198,18658,15.6
CN5307500000000,53.0,75.0,"Whitman County, WA",May-20,23091,21398,1693,7.3
CN5307700000000,53.0,77.0,"Yakima County, WA",May-20,135473,116628,18845,13.9
CN5300100000000,53.0,1.0,"Adams County, WA",Jun-20,8725,8090,635,7.3
CN5300300000000,53.0,3.0,"Asotin County, WA",Jun-20,9862,9323,539,5.5
CN5300500000000,53.0,5.0,"Benton County, WA",Jun-20,105693,95786,9907,9.4
CN5300700000000,53.0,7.0,"Chelan County, WA",Jun-20,44213,39826,4387,9.9
CN5300900000000,53.0,9.0,"Clallam County, WA",Jun-20,30186,26989,3197,10.6
CN5301100000000,53.0,11.0,"Clark County, WA",Jun-20,242653,217766,24887,10.3
CN5301300000000,53.0,13.0,"Columbia County, WA",Jun-20,1702,1579,123,7.2
CN5301500000000,53.0,15.0,"Cowlitz County, WA",Jun-20,48978,44150,4828,9.9
CN5301700000000,53.0,17.0,"Douglas County, WA",Jun-20,20902,18924,1978,9.5
CN5301900000000,53.0,19.0,"Ferry County, WA",Jun-20,2579,2296,283,11
CN5302100000000,53.0,21.0,"Franklin County, WA",Jun-20,42824,38529,4295,10
CN5302300000000,53.0,23.0,"Garfield County, WA",Jun-20,785,721,64,8.2
CN5302500000000,53.0,25.0,"Grant County, WA",Jun-20,45539,41460,4079,9
CN5302700000000,53.0,27.0,"Grays Harbor County, WA",Jun-20,29842,26201,3641,12.2
CN5302900000000,53.0,29.0,"Island County, WA",Jun-20,35305,32117,3188,9
CN5303100000000,53.0,31.0,"Jefferson County, WA",Jun-20,13002,11629,1373,10.6
CN5303300000000,53.0,33.0,"King County, WA",Jun-20,1278917,1156732,122185,9.6
CN5303500000000,53.0,35.0,"Kitsap County, WA",Jun-20,132005,121208,10797,8.2
CN5303700000000,53.0,37.0,"Kittitas County, WA",Jun-20,22223,20168,2055,9.2
CN5303900000000,53.0,39.0,"Klickitat County, WA",Jun-20,9842,8936,906,9.2
CN5304100000000,53.0,41.0,"Lewis County, WA",Jun-20,34920,31393,3527,10.1
CN5304300000000,53.0,43.0,"Lincoln County, WA",Jun-20,4491,4197,294,6.5
CN5304500000000,53.0,45.0,"Mason County, WA",Jun-20,25765,23091,2674,10.4
CN5304700000000,53.0,47.0,"Okanogan County, WA",Jun-20,18057,16288,1769,9.8
CN5304900000000,53.0,49.0,"Pacific County, WA",Jun-20,8380,7340,1040,12.4
CN5305100000000,53.0,51.0,"Pend Oreille County, WA",Jun-20,4829,4320,509,10.5
CN5305300000000,53.0,53.0,"Pierce County, WA",Jun-20,454079,402803,51276,11.3
CN5305500000000,53.0,55.0,"San Juan County, WA",Jun-20,7606,6844,762,10
CN5305700000000,53.0,57.0,"Skagit County, WA",Jun-20,63673,56584,7089,11.1
CN5305900000000,53.0,59.0,"Skamania County, WA",Jun-20,5495,4927,568,10.3
CN5306100000000,53.0,61.0,"Snohomish County, WA",Jun-20,436972,392552,44420,10.2
CN5306300000000,53.0,63.0,"Spokane County, WA",Jun-20,252227,227720,24507,9.7
CN5306500000000,53.0,65.0,"Stevens County, WA",Jun-20,17970,16350,1620,9
CN5306700000000,53.0,67.0,"Thurston County, WA",Jun-20,145372,132471,12901,8.9
CN5306900000000,53.0,69.0,"Wahkiakum County, WA",Jun-20,1371,1243,128,9.3
CN5307100000000,53.0,71.0,"Walla Walla County, WA",Jun-20,29524,27536,1988,6.7
CN5307300000000,53.0,73.0,"Whatcom County, WA",Jun-20,118358,106174,12184,10.3
CN5307500000000,53.0,75.0,"Whitman County, WA",Jun-20,20135,18936,1199,6
CN5307700000000,53.0,77.0,"Yakima County, WA",Jun-20,131160,116744,14416,11
CN5300100000000,53.0,1.0,"Adams County, WA",Jul-20,10004,9119,885,8.8
CN5300300000000,53.0,3.0,"Asotin County, WA",Jul-20,10286,9532,754,7.3
CN5300500000000,53.0,5.0,"Benton County, WA",Jul-20,110303,98740,11563,10.5
CN5300700000000,53.0,7.0,"Chelan County, WA",Jul-20,44953,40479,4474,10
CN5300900000000,53.0,9.0,"Clallam County, WA",Jul-20,30867,27185,3682,11.9
CN5301100000000,53.0,11.0,"Clark County, WA",Jul-20,248712,219708,29004,11.7
CN5301300000000,53.0,13.0,"Columbia County, WA",Jul-20,1739,1585,154,8.9
CN5301500000000,53.0,15.0,"Cowlitz County, WA",Jul-20,50526,44767,5759,11.4
CN5301700000000,53.0,17.0,"Douglas County, WA",Jul-20,22093,19930,2163,9.8
CN5301900000000,53.0,19.0,"Ferry County, WA",Jul-20,2671,2337,334,12.5
CN5302100000000,53.0,21.0,"Franklin County, WA",Jul-20,46037,40816,5221,11.3
CN5302300000000,53.0,23.0,"Garfield County, WA",Jul-20,857,761,96,11.2
CN5302500000000,53.0,25.0,"Grant County, WA",Jul-20,48686,43245,5441,11.2
CN5302700000000,53.0,27.0,"Grays Harbor County, WA",Jul-20,31256,27000,4256,13.6
CN5302900000000,53.0,29.0,"Island County, WA",Jul-20,36694,32910,3784,10.3
CN5303100000000,53.0,31.0,"Jefferson County, WA",Jul-20,14619,13030,1589,10.9
CN5303300000000,53.0,33.0,"King County, WA",Jul-20,1286673,1180183,106490,8.3
CN5303500000000,53.0,35.0,"Kitsap County, WA",Jul-20,134663,122046,12617,9.4
CN5303700000000,53.0,37.0,"Kittitas County, WA",Jul-20,21306,18807,2499,11.7
CN5303900000000,53.0,39.0,"Klickitat County, WA",Jul-20,10324,9251,1073,10.4
CN5304100000000,53.0,41.0,"Lewis County, WA",Jul-20,35896,31840,4056,11.3
CN5304300000000,53.0,43.0,"Lincoln County, WA",Jul-20,4757,4367,390,8.2
CN5304500000000,53.0,45.0,"Mason County, WA",Jul-20,26212,23070,3142,12
CN5304700000000,53.0,47.0,"Okanogan County, WA",Jul-20,18178,16080,2098,11.5
CN5304900000000,53.0,49.0,"Pacific County, WA",Jul-20,8685,7571,1114,12.8
CN5305100000000,53.0,51.0,"Pend Oreille County, WA",Jul-20,5117,4386,731,14.3
CN5305300000000,53.0,53.0,"Pierce County, WA",Jul-20,468649,411836,56813,12.1
CN5305500000000,53.0,55.0,"San Juan County, WA",Jul-20,7827,7060,767,9.8
CN5305700000000,53.0,57.0,"Skagit County, WA",Jul-20,65589,57708,7881,12
CN5305900000000,53.0,59.0,"Skamania County, WA",Jul-20,5651,4971,680,12
CN5306100000000,53.0,61.0,"Snohomish County, WA",Jul-20,438922,400521,38401,8.7
CN5306300000000,53.0,63.0,"Spokane County, WA",Jul-20,260314,230962,29352,11.3
CN5306500000000,53.0,65.0,"Stevens County, WA",Jul-20,18691,16607,2084,11.1
CN5306700000000,53.0,67.0,"Thurston County, WA",Jul-20,149391,134021,15370,10.3
CN5306900000000,53.0,69.0,"Wahkiakum County, WA",Jul-20,1426,1260,166,11.6
CN5307100000000,53.0,71.0,"Walla Walla County, WA",Jul-20,30201,27679,2522,8.4
CN5307300000000,53.0,73.0,"Whatcom County, WA",Jul-20,120916,106879,14037,11.6
CN5307500000000,53.0,75.0,"Whitman County, WA",Jul-20,21175,19486,1689,8
CN5307700000000,53.0,77.0,"Yakima County, WA",Jul-20,138148,121054,17094,12.4
CN5300100000000,53.0,1.0,"Adams County, WA",Aug-20,10150,9529,621,6.1
CN5300300000000,53.0,3.0,"Asotin County, WA",Aug-20,10155,9601,554,5.5
CN5300500000000,53.0,5.0,"Benton County, WA",Aug-20,108895,99935,8960,8.2
CN5300700000000,53.0,7.0,"Chelan County, WA",Aug-20,44387,40804,3583,8.1
CN5300900000000,53.0,9.0,"Clallam County, WA",Aug-20,30430,27539,2891,9.5
CN5301100000000,53.0,11.0,"Clark County, WA",Aug-20,243800,220680,23120,9.5
CN5301300000000,53.0,13.0,"Columbia County, WA",Aug-20,1710,1594,116,6.8
CN5301500000000,53.0,15.0,"Cowlitz County, WA",Aug-20,50033,45331,4702,9.4
CN5301700000000,53.0,17.0,"Douglas County, WA",Aug-20,21856,20017,1839,8.4
CN5301900000000,53.0,19.0,"Ferry County, WA",Aug-20,2616,2357,259,9.9
CN5302100000000,53.0,21.0,"Franklin County, WA",Aug-20,45993,41992,4001,8.7
CN5302300000000,53.0,23.0,"Garfield County, WA",Aug-20,833,766,67,8
CN5302500000000,53.0,25.0,"Grant County, WA",Aug-20,48151,44015,4136,8.6
CN5302700000000,53.0,27.0,"Grays Harbor County, WA",Aug-20,30631,27227,3404,11.1
CN5302900000000,53.0,29.0,"Island County, WA",Aug-20,36377,33327,3050,8.4
CN5303100000000,53.0,31.0,"Jefferson County, WA",Aug-20,14185,12947,1238,8.7
CN5303300000000,53.0,33.0,"King County, WA",Aug-20,1291040,1198303,92737,7.2
CN5303500000000,53.0,35.0,"Kitsap County, WA",Aug-20,134607,124370,10237,7.6
CN5303700000000,53.0,37.0,"Kittitas County, WA",Aug-20,20690,18696,1994,9.6
CN5303900000000,53.0,39.0,"Klickitat County, WA",Aug-20,10210,9372,838,8.2
CN5304100000000,53.0,41.0,"Lewis County, WA",Aug-20,35394,32179,3215,9.1
CN5304300000000,53.0,43.0,"Lincoln County, WA",Aug-20,4712,4414,298,6.3
CN5304500000000,53.0,45.0,"Mason County, WA",Aug-20,25824,23288,2536,9.8
CN5304700000000,53.0,47.0,"Okanogan County, WA",Aug-20,18053,16376,1677,9.3
CN5304900000000,53.0,49.0,"Pacific County, WA",Aug-20,8583,7660,923,10.8
CN5305100000000,53.0,51.0,"Pend Oreille County, WA",Aug-20,4924,4370,554,11.3
CN5305300000000,53.0,53.0,"Pierce County, WA",Aug-20,459328,413523,45805,10
CN5305500000000,53.0,55.0,"San Juan County, WA",Aug-20,7699,7096,603,7.8
CN5305700000000,53.0,57.0,"Skagit County, WA",Aug-20,64363,58202,6161,9.6
CN5305900000000,53.0,59.0,"Skamania County, WA",Aug-20,5549,4985,564,10.2
CN5306100000000,53.0,61.0,"Snohomish County, WA",Aug-20,440815,406835,33980,7.7
CN5306300000000,53.0,63.0,"Spokane County, WA",Aug-20,253444,230328,23116,9.1
CN5306500000000,53.0,65.0,"Stevens County, WA",Aug-20,18197,16550,1647,9.1
CN5306700000000,53.0,67.0,"Thurston County, WA",Aug-20,146499,134516,11983,8.2
CN5306900000000,53.0,69.0,"Wahkiakum County, WA",Aug-20,1391,1270,121,8.7
CN5307100000000,53.0,71.0,"Walla Walla County, WA",Aug-20,30207,28110,2097,6.9
CN5307300000000,53.0,73.0,"Whatcom County, WA",Aug-20,119000,107902,11098,9.3
CN5307500000000,53.0,75.0,"Whitman County, WA",Aug-20,23922,22512,1410,5.9
CN5307700000000,53.0,77.0,"Yakima County, WA",Aug-20,136871,123220,13651,10
CN5300100000000,53.0,1.0,"Adams County, WA",Sep-20 p,10425,9892,533,5.1
CN5300300000000,53.0,3.0,"Asotin County, WA",Sep-20 p,10038,9552,486,4.8
CN5300500000000,53.0,5.0,"Benton County, WA",Sep-20 p,109953,102886,7067,6.4
CN5300700000000,53.0,7.0,"Chelan County, WA",Sep-20 p,47331,44460,2871,6.1
CN5300900000000,53.0,9.0,"Clallam County, WA",Sep-20 p,29855,27342,2513,8.4
CN5301100000000,53.0,11.0,"Clark County, WA",Sep-20 p,235235,216233,19002,8.1
CN5301300000000,53.0,13.0,"Columbia County, WA",Sep-20 p,1717,1615,102,5.9
CN5301500000000,53.0,15.0,"Cowlitz County, WA",Sep-20 p,48459,44367,4092,8.4
CN5301700000000,53.0,17.0,"Douglas County, WA",Sep-20 p,22602,21193,1409,6.2
CN5301900000000,53.0,19.0,"Ferry County, WA",Sep-20 p,2464,2231,233,9.5
CN5302100000000,53.0,21.0,"Franklin County, WA",Sep-20 p,46945,43840,3105,6.6
CN5302300000000,53.0,23.0,"Garfield County, WA",Sep-20 p,792,735,57,7.2
CN5302500000000,53.0,25.0,"Grant County, WA",Sep-20 p,49351,45922,3429,6.9
CN5302700000000,53.0,27.0,"Grays Harbor County, WA",Sep-20 p,29517,26562,2955,10
CN5302900000000,53.0,29.0,"Island County, WA",Sep-20 p,35133,32516,2617,7.4
CN5303100000000,53.0,31.0,"Jefferson County, WA",Sep-20 p,13302,12262,1040,7.8
CN5303300000000,53.0,33.0,"King County, WA",Sep-20 p,1281105,1191968,89137,7
CN5303500000000,53.0,35.0,"Kitsap County, WA",Sep-20 p,130022,121241,8781,6.8
CN5303700000000,53.0,37.0,"Kittitas County, WA",Sep-20 p,22022,20482,1540,7
CN5303900000000,53.0,39.0,"Klickitat County, WA",Sep-20 p,10547,9840,707,6.7
CN5304100000000,53.0,41.0,"Lewis County, WA",Sep-20 p,34225,31464,2761,8.1
CN5304300000000,53.0,43.0,"Lincoln County, WA",Sep-20 p,4650,4401,249,5.4
CN5304500000000,53.0,45.0,"Mason County, WA",Sep-20 p,24923,22619,2304,9.2
CN5304700000000,53.0,47.0,"Okanogan County, WA",Sep-20 p,18104,16733,1371,7.6
CN5304900000000,53.0,49.0,"Pacific County, WA",Sep-20 p,8208,7425,783,9.5
CN5305100000000,53.0,51.0,"Pend Oreille County, WA",Sep-20 p,4791,4335,456,9.5
CN5305300000000,53.0,53.0,"Pierce County, WA",Sep-20 p,444348,406252,38096,8.6
CN5305500000000,53.0,55.0,"San Juan County, WA",Sep-20 p,7368,6872,496,6.7
CN5305700000000,53.0,57.0,"Skagit County, WA",Sep-20 p,62287,57175,5112,8.2
CN5305900000000,53.0,59.0,"Skamania County, WA",Sep-20 p,5369,4891,478,8.9
CN5306100000000,53.0,61.0,"Snohomish County, WA",Sep-20 p,437357,404506,32851,7.5
CN5306300000000,53.0,63.0,"Spokane County, WA",Sep-20 p,246794,227874,18920,7.7
CN5306500000000,53.0,65.0,"Stevens County, WA",Sep-20 p,17812,16417,1395,7.8
CN5306700000000,53.0,67.0,"Thurston County, WA",Sep-20 p,142205,132063,10142,7.1
CN5306900000000,53.0,69.0,"Wahkiakum County, WA",Sep-20 p,1358,1244,114,8.4
CN5307100000000,53.0,71.0,"Walla Walla County, WA",Sep-20 p,30466,28708,1758,5.8
CN5307300000000,53.0,73.0,"Whatcom County, WA",Sep-20 p,116057,106741,9316,8
CN5307500000000,53.0,75.0,"Whitman County, WA",Sep-20 p,22745,21508,1237,5.4
CN5307700000000,53.0,77.0,"Yakima County, WA",Sep-20 p,140742,130636,10106,7.2
